lines,tokens,occurrences
15,97,2,3,/Users/cdavis/Projects/plato/./lib/assets/scripts/vendor/bootstrap-popover.js,4,/Users/cdavis/Projects/plato/./lib/assets/scripts/vendor/bootstrap-tooltip.js
3,56,2,4673,/Users/cdavis/Projects/plato/./lib/assets/scripts/bundles/core-bundle.js,4677,/Users/cdavis/Projects/plato/./lib/assets/scripts/bundles/core-bundle.js
19,54,2,0,/Users/cdavis/Projects/plato/./lib/assets/scripts/vendor/codemirror/util/javascript-hint.js,0,/Users/cdavis/Projects/plato/./lib/assets/scripts/vendor/codemirror/util/pig-hint.js
